invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I151696,C177145,Male,55,Food & Beverage,2,10.46,Cash,25/11/2021,Kanyon
I129788,C475787,Female,68,Clothing,3,900.24,Credit Card,19/09/2021,Metrocity
I190105,C396595,Male,40,Food & Beverage,5,26.15,Cash,9/1/2023,Kanyon
I220584,C130690,Female,63,Food & Beverage,2,10.46,Debit Card,13/10/2021,Metrocity
I289600,C455211,Female,31,Food & Beverage,3,15.69,Credit Card,10/11/2022,Mall of Istanbul
I420628,C162003,Female,21,Shoes,3,1800.51,Cash,25/05/2021,Metropol AVM
I333530,C513963,Female,50,Clothing,3,900.24,Cash,6/11/2022,Kanyon
I326139,C331243,Female,36,Cosmetics,4,162.64,Cash,5/9/2021,Kanyon
I318259,C214748,Male,18,Cosmetics,5,203.3,Credit Card,28/09/2022,Metropol AVM
I199181,C148398,Female,63,Clothing,1,300.08,Credit Card,20/01/2023,Metropol AVM
I207544,C329661,Female,31,Toys,2,71.68,Credit Card,18/04/2022,Istinye Park
I296965,C101097,Female,18,Cosmetics,5,203.3,Credit Card,7/7/2022,Viaport Outlet
I212362,C208308,Female,47,Technology,4,4200,Credit Card,4/9/2022,Cevahir AVM
I322463,C461435,Female,44,Food & Beverage,3,15.69,Credit Card,20/10/2021,Forum Istanbul
I296314,C317405,Female,30,Cosmetics,5,203.3,Debit Card,10/12/2021,Metrocity
I338810,C340168,Male,55,Clothing,4,1200.32,Credit Card,20/01/2021,Mall of Istanbul
I239796,C112344,Male,56,Clothing,1,300.08,Cash,20/01/2021,Mall of Istanbul
I225566,C254814,Female,58,Cosmetics,5,203.3,Credit Card,27/07/2021,Kanyon
I306827,C279536,Female,31,Food & Beverage,3,15.69,Credit Card,20/10/2021,Emaar Square Mall
I800135,C113275,Female,26,Toys,1,35.84,Debit Card,21/02/2023,Istinye Park
I188130,C286960,Female,44,Clothing,4,1200.32,Debit Card,13/11/2022,Viaport Outlet
I551787,C449263,Male,39,Cosmetics,5,203.3,Credit Card,22/08/2022,Metropol AVM
I201010,C901352,Female,44,Food & Beverage,5,26.15,Cash,15/11/2021,Istinye Park
I325958,C283234,Female,53,Clothing,1,300.08,Debit Card,15/11/2022,Forum Istanbul
I289478,C287324,Female,48,Clothing,2,600.16,Cash,19/10/2021,Mall of Istanbul
I328813,C323145,Female,18,Souvenir,1,11.73,Credit Card,24/09/2021,Cevahir AVM
I326841,C114976,Female,66,Toys,1,35.84,Debit Card,1/8/2022,Metrocity
I170031,C591850,Male,46,Clothing,3,900.24,Credit Card,18/05/2022,Metrocity
I296870,C142527,Male,18,Books,4,60.6,Credit Card,6/2/2022,Metropol AVM
I460087,C816224,Female,69,Food & Beverage,2,10.46,Cash,22/01/2022,Emaar Square Mall
I331709,C857613,Female,24,Food & Beverage,5,26.15,Cash,14/08/2021,Metrocity
I153267,C320912,Female,57,Food & Beverage,4,20.92,Credit Card,29/09/2022,Kanyon
I556395,C302105,Male,52,Cosmetics,2,81.32,Cash,8/5/2022,Metrocity
I306903,C197660,Female,43,Cosmetics,5,203.3,Credit Card,26/02/2023,Mall of Istanbul
I186453,C309134,Female,24,Food & Beverage,3,15.69,Cash,11/1/2021,Istinye Park
I853687,C308079,Male,54,Clothing,5,1500.4,Cash,13/06/2021,Viaport Outlet
I876921,C202710,Female,25,Food & Beverage,4,20.92,Credit Card,5/10/2022,Zorlu Center
I286895,C283729,Female,60,Souvenir,5,58.65,Cash,29/08/2022,Kanyon
I328303,C267895,Male,60,Cosmetics,5,203.3,Cash,16/03/2021,Metropol AVM
I327517,C274455,Female,29,Souvenir,2,23.46,Cash,13/12/2021,Cevahir AVM
I266059,C231836,Female,65,Cosmetics,2,81.32,Cash,23/08/2022,Metrocity
I393059,C177525,Male,19,Clothing,1,300.08,Cash,29/05/2021,Metrocity
I815997,C205315,Female,50,Clothing,2,600.16,Credit Card,25/07/2022,Metrocity
I651827,C290399,Female,49,Food & Beverage,1,5.23,Cash,6/12/2021,Kanyon
I839910,C174483,Male,49,Technology,3,3150,Credit Card,29/01/2022,Kanyon
I273028,C549795,Female,25,Souvenir,3,35.19,Cash,30/07/2022,Mall of Istanbul
I178215,C295417,Female,66,Clothing,5,1500.4,Cash,4/6/2022,Kanyon
I525384,C291714,Female,48,Cosmetics,3,121.98,Cash,15/06/2022,Kanyon
I259837,C272351,Male,32,Toys,3,107.52,Debit Card,25/06/2021,Metropol AVM
I189361,C250421,Female,54,Food & Beverage,5,26.15,Credit Card,7/2/2021,Kanyon
I152650,C839377,Female,63,Cosmetics,3,121.98,Credit Card,15/07/2022,Kanyon
I282844,C283887,Male,18,Souvenir,4,46.92,Cash,11/1/2022,Metrocity
I101823,C121785,Male,64,Clothing,4,1200.32,Credit Card,22/06/2021,Emaar Square Mall
I513859,C124151,Female,60,Toys,3,107.52,Cash,10/12/2022,Emaar Square Mall
I613073,C838982,Female,36,Food & Beverage,5,26.15,Credit Card,5/10/2021,Mall of Istanbul
I191703,C874165,Male,57,Shoes,1,600.17,Cash,3/1/2023,Metrocity
I383785,C171561,Male,46,Clothing,2,600.16,Debit Card,11/1/2021,Kanyon
I328877,C197911,Female,32,Cosmetics,3,121.98,Credit Card,19/11/2022,Metrocity
I242833,C307615,Female,62,Clothing,3,900.24,Cash,9/5/2022,Istinye Park
I296836,C814774,Male,69,Clothing,4,1200.32,Cash,2/11/2022,Istinye Park
I176898,C521836,Male,44,Clothing,1,300.08,Credit Card,4/10/2021,Emaar Square Mall
I288045,C216348,Male,53,Clothing,2,600.16,Cash,13/04/2021,Kanyon
I152587,C320157,Female,69,Shoes,4,2400.68,Cash,2/1/2022,Mall of Istanbul
I653558,C835818,Male,25,Cosmetics,5,203.3,Credit Card,15/09/2022,Metropol AVM
I300787,C263366,Male,61,Shoes,5,3000.85,Credit Card,23/02/2023,Metropol AVM
I150844,C302836,Female,56,Food & Beverage,2,10.46,Cash,5/2/2023,Istinye Park
I337582,C334734,Male,62,Food & Beverage,3,15.69,Cash,7/4/2022,Metrocity
I288744,C251852,Female,69,Clothing,5,1500.4,Credit Card,2/10/2022,Forum Istanbul
I112598,C256159,Female,62,Clothing,2,600.16,Cash,11/10/2022,Mall of Istanbul
I299880,C263972,Male,29,Toys,2,71.68,Credit Card,31/12/2022,Forum Istanbul
I104578,C836646,Female,66,Clothing,3,900.24,Credit Card,19/05/2022,Forum Istanbul
I104448,C143572,Male,35,Toys,1,35.84,Debit Card,15/01/2021,Metropol AVM
I780712,C183125,Male,62,Clothing,2,600.16,Cash,12/12/2022,Metropol AVM
I250471,C143825,Female,33,Clothing,1,300.08,Cash,14/12/2022,Metropol AVM
I812854,C470695,Female,62,Shoes,3,1800.51,Cash,12/7/2022,Kanyon
I553998,C633060,Male,28,Clothing,2,600.16,Credit Card,22/01/2021,Metrocity
I389971,C203671,Male,38,Technology,3,3150,Cash,5/2/2022,Metrocity
I880414,C567291,Female,52,Cosmetics,5,203.3,Cash,28/09/2021,Metropol AVM
I304482,C250048,Female,50,Food & Beverage,5,26.15,Debit Card,25/08/2021,Forum Istanbul
I799612,C998447,Female,34,Shoes,3,1800.51,Cash,1/11/2021,Mall of Istanbul
I865477,C533974,Female,38,Clothing,1,300.08,Credit Card,10/4/2021,Mall of Istanbul
I733743,C299798,Female,41,Clothing,3,900.24,Credit Card,9/11/2022,Metropol AVM
I791682,C570393,Female,39,Clothing,2,600.16,Credit Card,20/11/2021,Mall of Istanbul
I586891,C138430,Female,34,Food & Beverage,4,20.92,Cash,6/10/2021,Metrocity
I181331,C316494,Male,37,Food & Beverage,4,20.92,Credit Card,8/3/2022,Metropol AVM
I202213,C123541,Female,49,Toys,5,179.2,Cash,2/4/2021,Metrocity
I771065,C283133,Female,42,Clothing,5,1500.4,Cash,6/11/2021,Emaar Square Mall
I974442,C121121,Male,45,Clothing,5,1500.4,Cash,19/05/2021,Kanyon
I109733,C372399,Male,63,Food & Beverage,1,5.23,Debit Card,1/8/2021,Mall of Istanbul
I943880,C109087,Female,69,Food & Beverage,3,15.69,Credit Card,28/04/2022,Kanyon
I479617,C823498,Female,33,Clothing,4,1200.32,Credit Card,21/08/2021,Mall of Istanbul
I122913,C278821,Male,53,Food & Beverage,5,26.15,Credit Card,4/6/2021,Istinye Park
I174728,C250242,Male,68,Food & Beverage,2,10.46,Credit Card,13/05/2021,Istinye Park
I955455,C165274,Female,43,Toys,3,107.52,Credit Card,23/04/2022,Mall of Istanbul
I125852,C229460,Male,32,Clothing,1,300.08,Credit Card,4/2/2023,Kanyon
I942298,C710740,Female,26,Clothing,1,300.08,Debit Card,28/08/2022,Kanyon
I373951,C298759,Male,55,Toys,4,143.36,Credit Card,20/08/2022,Zorlu Center
I170046,C160942,Male,26,Cosmetics,2,81.32,Cash,12/6/2021,Metropol AVM
I241566,C297687,Male,35,Cosmetics,2,81.32,Debit Card,5/6/2022,Metropol AVM
I754926,C145218,Female,63,Clothing,2,600.16,Debit Card,26/04/2022,Metrocity
I270010,C269614,Female,34,Books,2,30.3,Cash,1/6/2021,Istinye Park
I103061,C603549,Female,41,Clothing,2,600.16,Cash,17/01/2021,Mall of Istanbul
I313518,C110364,Female,54,Clothing,5,1500.4,Cash,13/02/2023,Metropol AVM
I126067,C109310,Male,53,Clothing,2,600.16,Cash,26/12/2021,Kanyon
I101854,C190002,Male,41,Shoes,1,600.17,Cash,14/10/2022,Mall of Istanbul
I141922,C194994,Male,38,Shoes,1,600.17,Cash,18/09/2021,Metrocity
I145079,C234418,Male,27,Shoes,5,3000.85,Credit Card,20/02/2023,Metrocity
I300331,C351774,Female,69,Food & Beverage,3,15.69,Credit Card,14/07/2021,Kanyon
I121128,C195481,Male,51,Toys,5,179.2,Credit Card,13/03/2022,Mall of Istanbul
I294927,C321461,Female,55,Shoes,5,3000.85,Cash,24/04/2021,Viaport Outlet
I152058,C550215,Male,59,Cosmetics,2,81.32,Cash,12/2/2023,Mall of Istanbul
I239716,C308824,Female,48,Clothing,5,1500.4,Credit Card,11/12/2021,Metrocity
I336965,C223003,Female,60,Clothing,5,1500.4,Credit Card,1/11/2021,Istinye Park
I219974,C147592,Male,31,Food & Beverage,2,10.46,Cash,16/03/2022,Viaport Outlet
I211779,C170935,Female,23,Clothing,1,300.08,Debit Card,10/2/2023,Mall of Istanbul
I330578,C297654,Male,56,Toys,5,179.2,Credit Card,5/8/2022,Kanyon
I303432,C863317,Female,30,Food & Beverage,3,15.69,Cash,7/11/2022,Mall of Istanbul
I860926,C316366,Male,24,Clothing,5,1500.4,Cash,14/06/2021,Viaport Outlet
I285184,C619186,Female,30,Toys,1,35.84,Debit Card,29/06/2022,Istinye Park
I625238,C318042,Female,56,Clothing,5,1500.4,Cash,3/10/2021,Mall of Istanbul
I174757,C428823,Male,22,Shoes,1,600.17,Debit Card,6/2/2021,Kanyon
I167497,C217465,Female,57,Clothing,5,1500.4,Cash,6/5/2021,Viaport Outlet
I409634,C313045,Male,23,Clothing,5,1500.4,Cash,21/05/2021,Emaar Square Mall
I211615,C286164,Female,44,Clothing,5,1500.4,Credit Card,14/07/2022,Mall of Istanbul
I309200,C257382,Male,56,Cosmetics,1,40.66,Debit Card,4/7/2021,Metrocity
I184460,C539879,Male,53,Clothing,5,1500.4,Cash,12/2/2023,Mall of Istanbul
I293745,C161417,Male,47,Books,4,60.6,Credit Card,21/10/2021,Cevahir AVM
I336651,C239894,Male,63,Clothing,1,300.08,Debit Card,21/02/2021,Viaport Outlet
I229506,C124032,Female,64,Clothing,2,600.16,Cash,12/3/2022,Metropol AVM
I267575,C322603,Male,37,Technology,4,4200,Debit Card,17/11/2022,Metropol AVM
I128043,C102009,Female,56,Technology,4,4200,Credit Card,22/05/2021,Istinye Park
I231717,C545656,Male,49,Clothing,2,600.16,Debit Card,18/05/2022,Mall of Istanbul
I141659,C460825,Female,52,Toys,4,143.36,Debit Card,7/12/2021,Kanyon
I288112,C290044,Male,40,Cosmetics,5,203.3,Debit Card,17/11/2021,Mall of Istanbul
I185757,C244934,Female,26,Souvenir,2,23.46,Credit Card,30/07/2021,Mall of Istanbul
I238283,C199819,Female,67,Clothing,1,300.08,Cash,1/2/2022,Mall of Istanbul
I284051,C886345,Female,61,Cosmetics,3,121.98,Cash,3/2/2022,Mall of Istanbul
I287468,C451852,Male,20,Technology,3,3150,Cash,29/09/2022,Mall of Istanbul
I255765,C102467,Female,33,Cosmetics,1,40.66,Debit Card,24/08/2022,Mall of Istanbul
I290815,C143523,Female,18,Toys,3,107.52,Debit Card,12/2/2022,Cevahir AVM
I141163,C663260,Male,32,Clothing,5,1500.4,Cash,9/7/2021,Kanyon
I271189,C649087,Female,50,Toys,3,107.52,Debit Card,28/05/2021,Forum Istanbul
I225650,C195019,Female,49,Clothing,2,600.16,Cash,23/08/2022,Mall of Istanbul
I113598,C328865,Male,32,Clothing,4,1200.32,Cash,6/1/2023,Istinye Park
I307158,C290809,Male,54,Food & Beverage,4,20.92,Debit Card,25/02/2022,Mall of Istanbul
I199543,C153710,Female,24,Toys,5,179.2,Cash,8/3/2022,Mall of Istanbul
I772955,C309129,Female,57,Cosmetics,1,40.66,Credit Card,2/6/2021,Forum Istanbul
I289751,C238368,Male,60,Toys,3,107.52,Debit Card,27/10/2022,Forum Istanbul
I102792,C766287,Male,35,Souvenir,1,11.73,Credit Card,17/07/2022,Kanyon
I199395,C167316,Female,18,Clothing,2,600.16,Cash,2/7/2022,Istinye Park
I837418,C221030,Male,32,Cosmetics,2,81.32,Debit Card,28/04/2022,Metrocity
I472993,C171797,Male,31,Books,2,30.3,Credit Card,8/5/2021,Metropol AVM
I940950,C312740,Female,69,Clothing,2,600.16,Cash,4/3/2021,Forum Istanbul
I235316,C418258,Female,59,Shoes,4,2400.68,Debit Card,28/06/2022,Forum Istanbul
I328245,C244774,Male,28,Clothing,5,1500.4,Debit Card,24/12/2021,Metropol AVM
I966203,C101733,Male,44,Cosmetics,3,121.98,Cash,25/02/2022,Metropol AVM
I933005,C163364,Female,66,Clothing,4,1200.32,Cash,24/06/2022,Mall of Istanbul
I542773,C220289,Male,43,Clothing,1,300.08,Debit Card,9/1/2022,Cevahir AVM
I146945,C492655,Male,48,Clothing,2,600.16,Cash,12/2/2021,Metrocity
I429800,C207084,Male,31,Food & Beverage,1,5.23,Credit Card,4/9/2022,Metrocity
I622681,C239805,Female,39,Food & Beverage,1,5.23,Debit Card,28/04/2021,Forum Istanbul
I118394,C102600,Male,63,Toys,1,35.84,Credit Card,30/11/2022,Metrocity
I184273,C282078,Male,51,Cosmetics,2,81.32,Cash,17/02/2022,Emaar Square Mall
I163461,C130136,Male,46,Clothing,3,900.24,Debit Card,22/09/2022,Kanyon
I208085,C230859,Female,62,Shoes,5,3000.85,Debit Card,28/08/2021,Metrocity
I234376,C680857,Female,64,Cosmetics,4,162.64,Cash,2/11/2021,Kanyon
I288903,C151510,Female,27,Clothing,5,1500.4,Cash,7/4/2022,Forum Istanbul
I235992,C443657,Male,21,Clothing,5,1500.4,Cash,25/12/2022,Emaar Square Mall
I140550,C291757,Female,22,Food & Beverage,2,10.46,Cash,1/12/2022,Kanyon
I459512,C117029,Female,47,Clothing,2,600.16,Cash,25/09/2021,Cevahir AVM
I251789,C944385,Female,25,Clothing,3,900.24,Cash,6/10/2022,Mall of Istanbul
I235045,C309773,Female,37,Shoes,5,3000.85,Debit Card,31/07/2021,Viaport Outlet
I289407,C273662,Female,22,Books,2,30.3,Credit Card,2/5/2021,Viaport Outlet
I218173,C562063,Male,43,Technology,2,2100,Cash,30/12/2022,Metrocity
I187943,C141550,Male,66,Cosmetics,2,81.32,Cash,17/12/2021,Forum Istanbul
I639766,C233924,Male,30,Food & Beverage,1,5.23,Credit Card,15/03/2021,Mall of Istanbul
I179781,C295952,Male,19,Food & Beverage,1,5.23,Credit Card,17/03/2022,Kanyon
I120280,C195661,Female,61,Clothing,4,1200.32,Credit Card,3/7/2022,Zorlu Center
I887181,C776501,Female,29,Clothing,1,300.08,Cash,20/10/2021,Metrocity
I195542,C160494,Male,26,Cosmetics,2,81.32,Debit Card,1/1/2023,Zorlu Center
I207673,C194431,Female,59,Toys,3,107.52,Credit Card,6/9/2021,Kanyon
I168907,C916592,Female,67,Food & Beverage,3,15.69,Credit Card,10/11/2021,Zorlu Center
I443099,C263570,Male,61,Shoes,1,600.17,Cash,7/10/2021,Metropol AVM
I110946,C307018,Female,33,Food & Beverage,2,10.46,Credit Card,20/08/2021,Kanyon
I153288,C185889,Female,26,Shoes,2,1200.34,Cash,5/4/2021,Emaar Square Mall
I141505,C571653,Female,58,Cosmetics,4,162.64,Debit Card,3/12/2022,Kanyon
I464113,C129252,Female,24,Clothing,2,600.16,Credit Card,5/1/2023,Mall of Istanbul
I796254,C504241,Male,54,Clothing,3,900.24,Debit Card,22/08/2021,Metrocity
I595141,C268608,Female,24,Clothing,2,600.16,Cash,23/04/2022,Mall of Istanbul
I294267,C771327,Female,31,Cosmetics,1,40.66,Debit Card,13/03/2021,Metropol AVM
I165527,C158472,Female,69,Clothing,3,900.24,Cash,15/12/2021,Emaar Square Mall
I272270,C906013,Female,18,Souvenir,2,23.46,Cash,22/12/2021,Mall of Istanbul
I351004,C334140,Female,19,Clothing,2,600.16,Cash,11/5/2021,Istinye Park
I148316,C208272,Female,62,Clothing,3,900.24,Credit Card,5/1/2023,Emaar Square Mall
I119698,C293482,Male,59,Food & Beverage,1,5.23,Credit Card,15/05/2021,Forum Istanbul
I109914,C108016,Female,52,Clothing,2,600.16,Credit Card,1/1/2022,Istinye Park
I142508,C156231,Male,43,Cosmetics,5,203.3,Cash,28/09/2021,Metropol AVM
I157186,C103985,Female,22,Shoes,4,2400.68,Cash,6/3/2022,Istinye Park
I963018,C475034,Female,34,Clothing,5,1500.4,Credit Card,27/03/2022,Istinye Park
I263615,C292708,Female,47,Clothing,3,900.24,Credit Card,20/07/2021,Mall of Istanbul
I825313,C113203,Male,55,Shoes,5,3000.85,Debit Card,7/9/2022,Zorlu Center
I189550,C115355,Female,64,Food & Beverage,1,5.23,Cash,14/06/2021,Istinye Park
I205949,C523379,Female,34,Technology,5,5250,Cash,13/04/2021,Kanyon
I817394,C160565,Female,56,Souvenir,2,23.46,Cash,19/09/2021,Kanyon
I321908,C112162,Female,68,Clothing,1,300.08,Cash,10/3/2022,Emaar Square Mall
I769549,C880588,Male,54,Food & Beverage,3,15.69,Credit Card,23/05/2022,Metrocity
I130429,C247102,Female,45,Technology,2,2100,Cash,5/6/2022,Cevahir AVM
I335586,C178388,Female,58,Toys,5,179.2,Credit Card,10/1/2023,Forum Istanbul
I129029,C186359,Male,44,Clothing,5,1500.4,Debit Card,6/1/2022,Mall of Istanbul
I116331,C577321,Female,64,Food & Beverage,2,10.46,Cash,19/07/2021,Mall of Istanbul
I307065,C246982,Male,52,Cosmetics,2,81.32,Cash,11/2/2022,Zorlu Center
I165743,C229742,Female,37,Shoes,5,3000.85,Credit Card,29/03/2021,Mall of Istanbul
I260527,C271936,Male,22,Books,4,60.6,Cash,3/9/2021,Mall of Istanbul
I162982,C602841,Female,40,Clothing,5,1500.4,Credit Card,9/12/2022,Metrocity
I182211,C348796,Male,53,Books,1,15.15,Debit Card,11/9/2022,Mall of Istanbul
I275536,C965921,Female,40,Clothing,4,1200.32,Credit Card,29/09/2022,Istinye Park
I256112,C181222,Female,60,Shoes,4,2400.68,Cash,8/10/2021,Metrocity
I180502,C237002,Male,63,Clothing,3,900.24,Cash,21/08/2021,Metrocity
I269733,C152754,Male,35,Cosmetics,5,203.3,Debit Card,17/05/2022,Mall of Istanbul
I306546,C260963,Male,20,Clothing,2,600.16,Cash,9/7/2022,Istinye Park
I338785,C498479,Female,66,Cosmetics,3,121.98,Debit Card,20/04/2021,Emaar Square Mall
I299653,C244757,Male,66,Clothing,3,900.24,Debit Card,30/09/2022,Zorlu Center
I104713,C102441,Male,49,Cosmetics,3,121.98,Cash,17/09/2022,Metropol AVM
I333691,C137635,Female,30,Clothing,1,300.08,Debit Card,25/10/2022,Metrocity
I331905,C298012,Male,24,Clothing,1,300.08,Cash,1/1/2022,Mall of Istanbul
I210966,C227922,Female,28,Food & Beverage,2,10.46,Credit Card,26/09/2021,Kanyon
I232730,C447587,Female,68,Clothing,2,600.16,Cash,23/09/2021,Metrocity
I191034,C173510,Male,28,Clothing,3,900.24,Debit Card,8/4/2022,Kanyon
I322081,C159628,Female,46,Cosmetics,5,203.3,Credit Card,25/08/2021,Metrocity
I197974,C995721,Female,32,Cosmetics,1,40.66,Credit Card,15/09/2021,Kanyon
I324195,C327239,Female,42,Food & Beverage,4,20.92,Credit Card,9/11/2021,Mall of Istanbul
I242170,C220955,Male,52,Clothing,2,600.16,Cash,8/11/2022,Forum Istanbul
I354906,C809804,Female,64,Clothing,4,1200.32,Debit Card,5/5/2021,Mall of Istanbul
I135659,C332514,Male,39,Clothing,3,900.24,Credit Card,30/06/2021,Cevahir AVM
I577436,C215267,Female,43,Cosmetics,2,81.32,Credit Card,22/01/2023,Mall of Istanbul
I284318,C326506,Male,50,Books,3,45.45,Debit Card,15/03/2022,Kanyon
I128195,C508482,Female,59,Cosmetics,1,40.66,Credit Card,17/02/2022,Kanyon
I514808,C284104,Female,57,Toys,5,179.2,Cash,5/12/2021,Mall of Istanbul
I720582,C139440,Male,23,Shoes,2,1200.34,Debit Card,1/9/2022,Viaport Outlet
I243380,C149385,Female,68,Technology,3,3150,Cash,20/07/2021,Mall of Istanbul
I310691,C908030,Female,44,Cosmetics,3,121.98,Cash,17/06/2022,Viaport Outlet
I532208,C229575,Female,22,Clothing,3,900.24,Cash,23/08/2022,Mall of Istanbul
I178323,C284422,Female,36,Cosmetics,5,203.3,Cash,25/08/2022,Zorlu Center
I214527,C760673,Male,61,Cosmetics,2,81.32,Cash,11/5/2021,Metrocity
I305053,C264930,Female,22,Clothing,4,1200.32,Cash,8/7/2021,Kanyon
I803489,C201486,Female,29,Cosmetics,4,162.64,Debit Card,30/01/2022,Mall of Istanbul
I212528,C227370,Male,24,Clothing,2,600.16,Debit Card,13/01/2022,Viaport Outlet
I163867,C715776,Female,69,Food & Beverage,4,20.92,Cash,25/02/2021,Mall of Istanbul
I138635,C366024,Female,23,Books,4,60.6,Credit Card,30/10/2021,Mall of Istanbul
I101889,C121577,Female,52,Shoes,3,1800.51,Cash,17/02/2022,Metropol AVM
I297211,C871355,Male,33,Shoes,3,1800.51,Credit Card,3/3/2023,Forum Istanbul
I282352,C103418,Female,47,Clothing,4,1200.32,Cash,27/02/2021,Metrocity
I338137,C161110,Female,54,Cosmetics,5,203.3,Cash,1/12/2022,Metrocity
I286509,C188906,Female,66,Clothing,4,1200.32,Cash,9/8/2021,Istinye Park
I765976,C247384,Male,21,Books,5,75.75,Cash,3/7/2021,Metrocity
I194644,C309204,Female,35,Food & Beverage,1,5.23,Debit Card,22/08/2021,Metrocity
I237368,C285972,Female,36,Toys,5,179.2,Credit Card,27/06/2022,Kanyon
I176864,C290483,Female,59,Toys,1,35.84,Credit Card,26/12/2021,Metrocity
I780253,C216728,Female,18,Clothing,2,600.16,Debit Card,13/02/2022,Metropol AVM
I295022,C339414,Male,62,Clothing,4,1200.32,Credit Card,24/11/2021,Kanyon
I315402,C246710,Female,38,Technology,3,3150,Cash,19/09/2021,Metrocity
I522000,C174404,Female,68,Toys,1,35.84,Credit Card,4/1/2022,Metropol AVM
I968605,C284404,Male,69,Clothing,4,1200.32,Cash,13/12/2021,Istinye Park
I437465,C266311,Female,41,Toys,5,179.2,Credit Card,31/12/2022,Metrocity
I319432,C122735,Female,27,Shoes,2,1200.34,Cash,26/05/2021,Mall of Istanbul
I117451,C431715,Male,49,Food & Beverage,3,15.69,Credit Card,21/11/2021,Zorlu Center
I139732,C142630,Male,44,Technology,4,4200,Cash,20/01/2022,Kanyon
I104629,C258729,Male,42,Books,4,60.6,Cash,7/2/2021,Istinye Park
I320654,C129987,Female,40,Cosmetics,4,162.64,Cash,28/01/2022,Mall of Istanbul
I212632,C269738,Female,44,Food & Beverage,1,5.23,Credit Card,14/04/2021,Kanyon
I122598,C938193,Female,20,Books,5,75.75,Credit Card,2/9/2022,Mall of Istanbul
I117361,C169000,Female,51,Clothing,1,300.08,Credit Card,4/6/2022,Forum Istanbul
I326077,C290814,Male,60,Clothing,3,900.24,Cash,14/02/2022,Kanyon
I166074,C222336,Female,34,Clothing,1,300.08,Credit Card,23/08/2022,Mall of Istanbul
I266454,C200632,Female,42,Cosmetics,3,121.98,Debit Card,3/4/2021,Istinye Park
I794438,C196907,Male,64,Clothing,2,600.16,Cash,9/6/2022,Kanyon
I363036,C139050,Male,54,Toys,5,179.2,Debit Card,20/04/2021,Metropol AVM
I475339,C107006,Female,34,Toys,1,35.84,Cash,28/06/2021,Kanyon
I331874,C281082,Female,40,Clothing,2,600.16,Credit Card,24/11/2021,Mall of Istanbul
I676573,C332645,Female,52,Toys,1,35.84,Cash,16/12/2022,Zorlu Center
I206411,C106086,Male,26,Toys,1,35.84,Cash,11/12/2021,Mall of Istanbul
I308091,C234846,Male,48,Clothing,3,900.24,Cash,2/6/2022,Cevahir AVM
I374197,C131077,Female,34,Books,3,45.45,Credit Card,15/05/2021,Metrocity
I264938,C220785,Male,54,Toys,3,107.52,Credit Card,30/12/2022,Kanyon
I596811,C332285,Female,62,Clothing,1,300.08,Debit Card,30/01/2022,Forum Istanbul
I269875,C487471,Male,44,Toys,5,179.2,Credit Card,28/12/2021,Cevahir AVM
I146600,C230384,Female,22,Books,5,75.75,Cash,21/12/2022,Metrocity
I183311,C222687,Male,37,Shoes,3,1800.51,Credit Card,3/7/2021,Metrocity
I524360,C233793,Female,39,Clothing,2,600.16,Credit Card,27/09/2021,Metrocity
I180103,C265459,Female,55,Toys,2,71.68,Debit Card,31/07/2022,Mall of Istanbul
I880788,C269735,Female,60,Shoes,1,600.17,Cash,28/09/2021,Kanyon
I269334,C505924,Female,19,Food & Beverage,1,5.23,Debit Card,16/12/2021,Emaar Square Mall
I298634,C306649,Female,54,Clothing,5,1500.4,Debit Card,26/09/2022,Istinye Park
I933868,C156625,Female,25,Cosmetics,5,203.3,Cash,3/4/2022,Metropol AVM
I210134,C539557,Female,26,Shoes,4,2400.68,Credit Card,10/2/2021,Mall of Istanbul
I999852,C180131,Male,38,Souvenir,5,58.65,Credit Card,20/06/2021,Metropol AVM
I317287,C185135,Male,64,Clothing,1,300.08,Credit Card,31/01/2023,Mall of Istanbul
I250964,C152323,Male,41,Food & Beverage,5,26.15,Credit Card,6/5/2022,Mall of Istanbul
I141256,C296800,Female,23,Clothing,5,1500.4,Credit Card,4/6/2021,Kanyon
I237492,C322622,Female,68,Cosmetics,2,81.32,Cash,4/3/2022,Istinye Park
I458575,C250889,Male,19,Cosmetics,4,162.64,Debit Card,1/9/2022,Forum Istanbul
I194590,C278526,Male,63,Books,2,30.3,Credit Card,24/05/2021,Kanyon
I747746,C320176,Female,63,Shoes,3,1800.51,Cash,27/07/2021,Metrocity
I171459,C238453,Male,68,Clothing,3,900.24,Cash,30/03/2021,Metropol AVM
I881553,C565823,Male,40,Clothing,5,1500.4,Cash,9/4/2021,Cevahir AVM
I251659,C441208,Female,21,Clothing,3,900.24,Credit Card,16/11/2021,Cevahir AVM
I428089,C181357,Female,26,Food & Beverage,4,20.92,Cash,29/01/2022,Kanyon
I823144,C216510,Male,27,Clothing,4,1200.32,Debit Card,1/4/2022,Mall of Istanbul
I127861,C198679,Female,66,Clothing,4,1200.32,Credit Card,7/1/2022,Kanyon
I271932,C134418,Female,35,Shoes,4,2400.68,Debit Card,4/4/2022,Forum Istanbul
I327845,C585613,Female,37,Food & Beverage,4,20.92,Cash,15/12/2022,Metrocity
